Country,Country Code,Year,Currency,budget_deficit,budget_deficitsurplus,budget_surplus,capital_expenditure,consumer_price_index_cpi,defence_expenditure,education_expenditure,expenditure,exports,food_inflation_yoy,gdp_growth_rate,gdp_per_capita,government_debt,health_expenditure,imports,interest_rate,labour_force,nominal_gdp,population,real_gdp,revenue,tax_revenue,unemployment_rate,value_added_tax_vat
Angola,AGO,2000,USD,,,,,,,,,7920700000.0,,,,,,,,,,,,,,,
Angola,AGO,2001,USD,,,,,,,,,6534300000.0,,,,,,,,,,,,,,,
Angola,AGO,2002,AOA,,,,,,,,,,,,55490.0,,,,,,753573719700.0,,,,,,
Angola,AGO,2002,USD,,,,,,,,,8327900000.0,,,,,,,,,,,,,,,
Angola,AGO,2003,AOA,,,,,,,,,,,,107760.0,,,,,,1517650933000.0,,779853189400.0,,,,
Angola,AGO,2003,USD,,,,,,,,,9508200000.0,,,,,,5480120000.0,,,,,,,,,
Angola,AGO,2004,AOA,,,,,,,,,,,,155336.0,,,,,,2255447872000.0,,1690964596000.0,,,,
Angola,AGO,2004,USD,,,,,,,,,13475000000.0,,,,,,5831780000.0,,,,,,,,,
Angola,AGO,2005,AOA,,,,,,,,,,,,241374.0,,,,,,3608095309000.0,,2574701500000.0,,,,
Angola,AGO,2005,USD,,,,,,,,,24109400000.0,,,,,,8353240000.0,,,,,,,,,
Angola,AGO,2006,AOA,,,,,,,,,,,,305893.0,,,,,,4713881568000.0,,4035359384000.0,,,,
Angola,AGO,2006,USD,,,,,,,,,31862200000.0,,,,,,8777630000.0,,,,,,,,,
Angola,AGO,2007,AOA,,,,,,,,,,,,352609.0,,,,,,5602449613000.0,,5326812926000.0,,,,
Angola,AGO,2007,USD,,,,,,,,,44396200000.0,,,,,,13661460000.0,,,,,,,,,
Angola,AGO,2008,AOA,,,,,,,,,,,,452873.0,,,,,,7412577530000.0,,6206765463000.0,,,,
Angola,AGO,2008,USD,,,,,,,,,63913900000.0,,,,,,20982190000.0,,,,,,,,,
Angola,AGO,2009,AOA,,,,,,,,,,,,383775.0,,,,,,6481521800000.0,,7560502119000.0,,,,
Angola,AGO,2009,USD,,,,,,,,,40827900000.0,,,,,,22659940000.0,,,,,,,,,
Angola,AGO,2010,AOA,,,,,,,,,,,,507350.0,,,,,,8781308454000.0,,6824631898000.0,,,,
Angola,AGO,2010,USD,,,,,,,,,50594900000.0,,,,,,16666860000.0,,,,,,,,,
Angola,AGO,2011,AOA,,,,,,,,,,,,663525.0,,,,,,11793661420000.0,,9096897229000.0,,,,
Angola,AGO,2011,USD,,,,,,,,,67310300000.0,,,,,,20228450000.0,,,,,,,,,
Angola,AGO,2012,AOA,,,,,,,,,,,,751446.0,,,,0.10300000000000001,,13706611880000.0,,12796490940000.0,,,,
Angola,AGO,2012,USD,,,,,,,,,71093300000.0,,,,,,23703840000.0,,,,,,,,,
Angola,AGO,2013,AOA,,,,,,,,,,,,793353.0,,,,0.1,,14840760470000.0,,14375914130000.0,,,,
Angola,AGO,2013,USD,,,,,,,,,68246500000.0,,,,,,26330990000.0,,,,,,,,,
Angola,AGO,2014,AOA,,,,,,,,,,,,624129.0,,,,0.09300000000000001,,16165667820000.0,,15531705260000.0,,,,
Angola,AGO,2014,USD,,,,,,,,,59169900000.0,,,,,,28580270000.0,,,,,,,,,
Angola,AGO,2015,AOA,,,,,,,,,,,,592443.0,,,,0.09,,15807317330000.0,,16289040590000.0,,,,
Angola,AGO,2015,USD,,,,,,,,,33181100000.0,,,,,,20692540000.0,,,,,,,,,
Angola,AGO,2016,AOA,,,,,,,,,,,,682888.0,,,,0.12,,18781815990000.0,,15538509100000.0,,,,
Angola,AGO,2016,USD,,,,,,,,,27588900000.0,,,,,,13040490000.0,,,,,,,,,
Angola,AGO,2017,AOA,,,,,,,,,,,,818092.0,,,,0.16,,23200798620000.0,,18753756660000.0,,,,
Angola,AGO,2017,USD,,,,,,,,,34613500000.0,,,,,,14463240000.0,,,,,,,,,
Angola,AGO,2018,AOA,,,,,,,,,,,,987124.0,,,,0.18,,28873391110000.0,,23062890470000.0,,,,
Angola,AGO,2018,USD,,,,,,,,,40757800000.0,,,,,,15797850000.0,,,,,,,,,
Angola,AGO,2019,AOA,,,,,,,,,,,,1144586.0,,,,0.158,,34538508020000.004,,28814292980000.0,,,,
Angola,AGO,2019,USD,,,,,,,,,34725600000.0,,,,,,14127060000.0,,,,,,,,,
Angola,AGO,2020,AOA,,,,,,,,,,,,1235754.0,,,,0.155,,38466148280000.0,,33142307050000.0,,,,
Angola,AGO,2020,USD,,,,,,,,,20937400000.0,,,,,,9543140000.0,,,,,,,,,
Angola,AGO,2021,AOA,,,,,,,,,,,,1659871.0,,,,0.155,,53277982460000.0,,39274996180000.0,,,,
Angola,AGO,2021,USD,,,,,,,,,33581500000.0,,,,,,11794850000.0,,,,,,,,,
Angola,AGO,2022,AOA,,,,,,,,,,,,1982276.0,,,,0.2,,65586149320000.0,,55524183580000.0,,,,
Angola,AGO,2022,USD,,,,,,,,,50038000000.0,,,,,,17267320000.0,,,,,,,,,
Angola,AGO,2023,AOA,,,,,,,,,,,,2298268.0,,,,0.195,,78322351900000.0,,66414704480000.0,,,,
Angola,AGO,2023,USD,,,,,,,,,36884700000.0,,,,,,15084850000.0,,,,,,,,,
Angola,AGO,2024,AOA,,,,,,,,,,,,,,,,0.18,,,,,,,,
Angola,AGO,2024,USD,,,,,,,,,36795000000.0,,,,,,14190240000.0,,,,,,,,,
Angola,AGO,2025,AOA,,,,,,,,,,,,,,,,0.195,,,,,,,,
Angola,AGO,2025,USD,,,,,,,,,7778950000.0,,,,,,3806890000.0,,,,,,,,,
Botswana,BWA,1960,BWP,,,,,,,,,,,,,,,,,,,516165.0,,,,,
Botswana,BWA,1961,BWP,,,,,,,,,,,,,,,,,,,527942.0,,,,,
Botswana,BWA,1962,BWP,,,,,,,,,,,,,,,,,,,540186.0,,,,,
Botswana,BWA,1963,BWP,,,,,,,,,,,,,,,,,,,552966.0,,,,,
Botswana,BWA,1964,BWP,,,,,,,,,,,,,,,,,,,566266.0,,,,,
Botswana,BWA,1965,BWP,,,,,,,,,,,,,,,,,,,574664.0,,,,,
Botswana,BWA,1966,BWP,,,,,,,,,,,,,,,,,,,577866.0,,,,,
Botswana,BWA,1967,BWP,,,,,,,,,,,,,,,,,,,580933.0,,,,,
Botswana,BWA,1968,BWP,,,,,,,,,,,,,,,,,,,583966.0,,,,,
Botswana,BWA,1969,BWP,,,,,,,,,,,,,,,,,,,587066.0,,,,,
Botswana,BWA,1970,BWP,,,,,,,,,,,,,,,,,,,590334.0,,,,,
Botswana,BWA,1971,BWP,,,,,,,,,,,,,,,,,,,600481.0,,,,,
Botswana,BWA,1972,BWP,,,,,,,,,,,,,,,,,,,622407.0,,,,,
Botswana,BWA,1973,BWP,,,,,,,,,,,,,,,,,,,652408.0,,,,,
Botswana,BWA,1974,BWP,,,,,,,,,,,,,,,,,,,685448.0,,,,,
Botswana,BWA,1975,BWP,,,,,,,,,,,,,,,,,,,720380.0,,,,,
Botswana,BWA,1976,BWP,,,,,,,,,,,,,,,,,,,758508.0,,,,,
Botswana,BWA,1977,BWP,,,,,,,,,,,,,,,,,,,799574.0,,,,,
Botswana,BWA,1978,BWP,,,,,,,,,,,,,,,,,,,849239.0,,,,,
Botswana,BWA,1979,BWP,,,,,,,,,,,,,,,,,,,901742.0,,,,,
Botswana,BWA,1980,BWP,,,,,,,,,,,,,,,,,,,937485.0,,,,,
Botswana,BWA,1981,BWP,,,,,,,,,,,,,,,,,,,969996.0,,,,,
Botswana,BWA,1982,BWP,,,,,,,,,,,,,,,,,,,1009269.0,,,,,
Botswana,BWA,1983,BWP,,,,,,,,,,,,,,,,,,,1046137.0,,,,,
Botswana,BWA,1984,BWP,,,,,,,,,,,,,,,,,,,1083660.0,,,,,
Botswana,BWA,1985,BWP,,,,,,,,,,,,,,,,,,,1121945.0,,,,,
Botswana,BWA,1986,BWP,,,,,,,,,,,,,,,,,,,1160650.0,,,,,
Botswana,BWA,1987,BWP,,,,,,,,,,,,,,,,,,,1199167.0,,,,,
Botswana,BWA,1988,BWP,,,,,,,,,,,,,,,,,,,1235476.0,,,,,
Botswana,BWA,1989,BWP,,,,,,,,,,,,,,,,,,,1270274.0,,,,,
Botswana,BWA,1990,BWP,,,,,,,,,,,,,,,,,,,1305696.0,,,,,
Botswana,BWA,1991,BWP,,,,,,,,,,,,,,,,,,,1341756.0,,,,,
Botswana,BWA,1992,BWP,,,,,,,,,,,,,,,,,,,1380033.0,,,,,
Botswana,BWA,1993,BWP,,,,,,,,,,,,,,,,,,,1420115.0,,,,,
Botswana,BWA,1994,BWP,,,,,,,,,,,,,,,,,,,1460023.0,,,,,
Botswana,BWA,1995,BWP,,,,,,,,,,,,,,,,,,,1498836.0,,,,,
Botswana,BWA,1996,BWP,,,,,,,,,,,,,,,,,,,1535914.0,,,,,
Botswana,BWA,1997,BWP,,,,,,,,,,,,,,,,,,,1571691.0,,,,,
Botswana,BWA,1998,BWP,,,,,,,,,,,,,,,,,,,1606899.0,,,,,
Botswana,BWA,1999,BWP,,,,,,,,,,,,,,,,,,,1641997.0,,,,,
Botswana,BWA,2000,BWP,,,,,,,,,,,,,,,,,,,1677382.0,,,,,
Botswana,BWA,2001,BWP,,,,,,,,,,,,,,,,,,,1712254.0,,,,,
Botswana,BWA,2002,BWP,,,,,,,,,,,,,,,,,,,1744763.0,,,,,
Botswana,BWA,2003,BWP,,,,,,,,,,,,,,,,,,,1775736.0,,,,,
Botswana,BWA,2004,BWP,,,,,,,,,,,,,,,,,,,1807146.0,,,,,
Botswana,BWA,2005,BWP,,,,,,,,,,,,,,,,,,,1839877.0,,,,,
Botswana,BWA,2006,BWP,,,,,,,,,,,,,,,,,,,1874516.0,,,,,
Botswana,BWA,2007,BWP,,,,,,,,,,,,,,,,,,,1911201.0,,,,,
Botswana,BWA,2008,BWP,,,,,,,,,,,,,,,,,,,1949970.0,,,,,
Botswana,BWA,2009,BWP,,,,,,,,,,,,,,,,,,,1990673.0,,,,,
Botswana,BWA,2010,BWP,,,,,,,,,,,,,,,,,,,2033111.0,,,,,
Botswana,BWA,2011,BWP,,,,,,,,,,,,,,,,,,,2073535.0,,,,,
Botswana,BWA,2012,BWP,,,,,,,,,,,,,,,,,,,2108617.0,,,,,
Botswana,BWA,2013,BWP,,,,,,,,,,,,,,,,,,,2140682.0,152500400000.0,,,,
Botswana,BWA,2014,BWP,,,,,,,,,,,,,,,,0.075,,,2172044.0,40696500000.0,,,,
Botswana,BWA,2015,BWP,,,,,,,,,,,,70162760000.0,,,,0.0725,,,2203273.0,39080100000.0,,,,
Botswana,BWA,2016,BWP,,,,,,,,,,,,74072230000.0,,,,0.06,,,2234776.0,40475100000.0,,,,
Botswana,BWA,2017,BWP,,,,,,,,,,,,75946280000.0,,,,0.055,,,2266747.0,41756700000.0,,,,
Botswana,BWA,2018,BWP,,,,,,,,,,,,77927750000.0,,,,0.05,,,2299141.0,43344600000.0,,,,
Botswana,BWA,2019,BWP,,,,,,,,,,,,79087810000.0,,,,0.05,,,2332083.0,45322900000.0,,,,
Botswana,BWA,2020,BWP,,,,,,,,,,,,70627990000.0,,,,0.0475,,,2365894.0,45831400000.0,,,,
Botswana,BWA,2021,BWP,,,,,,,,,,,,77876730000.0,,,,0.0375,,,2401441.0,46484000000.0,,,,
Botswana,BWA,2022,BWP,,,,,,,,,,,,80960000000.0,,,,0.0375,962319.0,,2439892.0,49490600000.0,,,25.4,
Botswana,BWA,2023,BWP,,,,,,,,,,,,82375030000.0,,,,0.019,1063776.0,,2480244.0,52312600000.0,,,25.9,
Botswana,BWA,2024,BWP,,,,,,,,,,,,78804330000.0,,,,0.019,1041204.0,,,49583500000.0,,,27.6,
Botswana,BWA,2025,BWP,,,,,,,,,,,,,,,,0.019,,,,49435200000.0,,,,
Egypt,EGY,1982,EGP,,,,,,,,,,,,,,,,,,22500000000.0,,1319400000000.0,,,,
Egypt,EGY,1983,EGP,,,,,,,,,,,0.0489,,,,,,,26600000000.0,,1383910000000.0,,,,
Egypt,EGY,1984,EGP,,,,,,,,,,,0.0975,,,,,,,31600000000.0,,1518780000000.0,,,,
Egypt,EGY,1985,EGP,,,,,,,,,,,0.0579,,,,,,,37300000000.0,,1606740000000.0,,,,
Egypt,EGY,1986,EGP,,,,,,,,,,,0.047400000000000005,,,,,,,44100000000.0,,1682970000000.0,,,,
Egypt,EGY,1987,EGP,,,,,,,,,,,0.0348,,,,,,,51500000000.0,,1741610000000.0,,,,
Egypt,EGY,1988,EGP,,,,,,,,,,,0.053899999999999997,,,,,,,61600000000.0,,1835430000000.0,,,,
Egypt,EGY,1989,EGP,,,,,,,,,,,0.051100000000000007,,,,,,,77000000000.0,,1929260000000.0,,,,
Egypt,EGY,1990,EGP,,,,,,,,,,,0.057800000000000004,,,,,,,95800000000.0,,2040680000000.0,,,,
Egypt,EGY,1991,EGP,,,,,,,,,,,0.0115,,,,,,,112500000000.0,,2064130000000.0,,,,
Egypt,EGY,1992,EGP,,,,,,,,,,,0.0426,,,,,,,139100000000.0,,2152090000000.0002,,,,
Egypt,EGY,1993,EGP,,,,,,,,,,,0.03,,,,,,,155200000000.0,,2216600000000.0,,,,
Egypt,EGY,1994,EGP,,,,,,,,,,,0.039700000000000006,,,,,,,175000000000.0,,2304560000000.0,,,,
Egypt,EGY,1995,EGP,,,,,,,,,,,0.0458,,,,,,,204000000000.0,,2410110000000.0,,,,
Egypt,EGY,1996,EGP,,,,,,,,,,,0.051100000000000007,,,,,,,229400000000.0,,2533250000000.0,,,,
Egypt,EGY,1997,EGP,,,,,,,,,,,0.053200000000000004,,,,,,,265899999999.99997,,2668120000000.0,,,,
Egypt,EGY,1998,EGP,,,,,,,,,,,0.0418,,,,,,,287400000000.0,,2779540000000.0,,,,
Egypt,EGY,1999,EGP,,,,,,,,,,,0.0591,,,,,,,307600000000.0,,2943730000000.0,,,,
Egypt,EGY,2000,EGP,,,,,,,,,,,0.0558,,,,,,,340100000000.0,,3107920000000.0,,,,
Egypt,EGY,2001,EGP,,,,,,,,,,,0.034,,,,,,,358700000000.0,,3213480000000.0,,,,
Egypt,EGY,2002,EGP,,,,,,,,,,,0.023700000000000002,,,,,,,378900000000.0,,3289710000000.0,,,,
Egypt,EGY,2003,EGP,,,,,,,,,,,0.0319,,,,,,,417500000000.0,,3394730000000.0,,,,
Egypt,EGY,2004,EGP,,,,,,,,,,,0.0409,,,,,,,485300000000.0,,3533570000000.0,,,,
Egypt,EGY,2004,USD,,,,,,,,,,,,,18964500000.0,,,,,,,,,,,
Egypt,EGY,2005,EGP,,,,,,,,,,,0.0447,,,,,,,538500000000.0,,3691990000000.0,,,,
Egypt,EGY,2005,USD,,,,,,,,,4031000000.0,,,,18231000000.0,,7348300000.0,,,,,,,,,
Egypt,EGY,2006,EGP,-962000000.0,,,,,3805000000.0,,42053000000.0,,,0.0684,,,,,,,617700000000.0,,3945320000000.0,45046000000.0,17124000000.0,,
Egypt,EGY,2006,USD,,,,,,,,,18455100000.0,,,,18864500000.0,,30441000000.0,,,,,,,,,
Egypt,EGY,2007,EGP,-56213000000.0,,,,,17718000000.0,,244018000000.0,,,0.0709,,,,,,,744800000000.0,,4225220000000.0005,205654000000.0,114326000000.0,,
Egypt,EGY,2007,USD,,,,,,,,,22017500000.0,,,,19492000000.0,,38308100000.0,,,,,,,,,
Egypt,EGY,2008,EGP,-67563000000.0,,,,,19849000000.0,,305795000000.0,,,0.0716,,,,,,,895500000000.0,,4527800000000.0,248835000000.0,137195000000.0,,
Egypt,EGY,2008,USD,,,,,,,,,29355800000.0,,,,21641100000.0,,52771200000.0,,,,,,,,,
Egypt,EGY,2009,EGP,-72379000000.0,,,,,22267000000.0,,356944000000.0,,,0.0467,,,,,,,1042200000000.0,,4739070000000.0,288545000000.0,163222000000.0,,
Egypt,EGY,2009,USD,,,,,,,,,25168900000.0,,,,25817700000.0,,50342200000.0,,,,,,,,,
Egypt,EGY,2010,EGP,-98886000000.0,,,,,23453000000.0,,396768000000.0,,,0.051500000000000004,,,,,,,1206600000000.0,,4983150000000.0,303361000000.0,170494000000.0,,
Egypt,EGY,2010,USD,,,,,,,,,23873100000.0,,,,26249300000.0,,48993100000.0,,,,,,,,,
Egypt,EGY,2011,EGP,-134138000000.0,,,,,26484000000.0,,440410000000.0,,,0.0176,,,,,,,1371100000000.0,,5070090000000.0,302010000000.0,192072000000.0,,
Egypt,EGY,2011,USD,,,,,,,,,26992500000.0,,,,27092200000.0,,54095500000.0,,,,,,,,,
Egypt,EGY,2012,EGP,-165689000000.0,,,,,26018000000.0,,516422000000.0,,,0.0223,,,,,,,1674700000000.0,,5183440000000.0,348865000000.0,207410000000.0,,
Egypt,EGY,2012,USD,,,,,,,,,25071900000.0,,,,25594400000.0,,59210900000.0,,,,,,,,,
Egypt,EGY,2013,EGP,-246853000000.0,,,,,28739000000.0,,644080000000.0,,,0.0219,,,,,,,1860400000000.0,,5296370000000.0,403637000000.0,251118000000.0,,
Egypt,EGY,2013,USD,,,,,,,,,26988100000.0,,,,28489600000.0,,57682800000.0,,,,,,,,,
Egypt,EGY,2014,EGP,-254715000000.0,,,,,31844000000.0,,759847000000.0,,,0.0292,,,,,,,2130000000000.0,,5451640000000.0,519449000000.0,260289000000.0,,
Egypt,EGY,2014,USD,,,,,,,,,26022600000.0,,,,29054000000.0,,60181900000.0,,,,,,,,,
Egypt,EGY,2015,EGP,-284314000000.0,,,,,41477000000.0,,805929000000.0,,,0.0437,,,,,,,2443900000000.0,,5689250000000.0,538378000000.0,305957000000.0,,
Egypt,EGY,2015,USD,,,,,,,,,22245100000.0,,,,25707200000.0,,61305500000.0,,,,,,,,,
Egypt,EGY,2016,EGP,-244653000000.0,,,,,30854000000.0,,586805000000.0,,,0.0435,,,,,,,2709400000000.0,,5936110000000.0,331741000000.0,352315000000.0,,
Egypt,EGY,2016,USD,,,,,,,,,18704600000.0,,,,24436700000.0,,57387700000.0,,,,,,,,,
Egypt,EGY,2017,EGP,-366401000000.0,,,,,48934000000.0,,1116985000000.0,,,0.0418,,,,,,,3655900000000.0,,6184850000000.0,755110000000.0,462007000000.0,,
Egypt,EGY,2017,USD,,,,,,,,,21728200000.0,,,,34874700000.0,,59003000000.0,,,,,,,,,
Egypt,EGY,2018,EGP,-425385000000.0,,,,,55002000000.0,,1335980000000.0,,,0.053099999999999994,,,,,,,4666200000000.0,,6514410000000.0,915974000000.0,628083000000.0,,
Egypt,EGY,2018,USD,,,,,,,,,25827000000.0,,,,47648800000.0,,63103000000.0,,,,,,,,,
Egypt,EGY,2019,EGP,-423019000000.0,,,,,61582000000.0,,1505187000000.0,,,0.0556,,,,,,,5596000000000.0,,6875820000000.0,1080152000000.0,736121000000.0,,
Egypt,EGY,2019,USD,,,,,,,,,28495000000.0,,,,57272000000.0,,66529399999.99999,,,,,,,,,
Egypt,EGY,2020,EGP,-408509000000.0,,,,,66868000000.0,,1580934000000.0,,,0.0357,,,,,,,6152600000000.0,,7121630000000.0,1121422000000.0,739633000000.0,,
Egypt,EGY,2020,USD,,,,,,,,,26376000000.0,,,,69352100000.0,,62841100000.0,,,,,,,,,
Egypt,EGY,2021,EGP,-459449000000.0,,,,,79426000000.0,,1729464000000.0,,,0.033,,,,,,,6663100000000.0,,7353180000000.0,1266027000000.0,833993000000.0,,
Egypt,EGY,2021,USD,,,,,,,,,28676500000.0,,,,82445600000.0,,70736100000.0,,,,,,,,,
Egypt,EGY,2022,EGP,-477486000000.0,,,,,89708000000.0,,1937165000000.0,,,0.066,,,,,,,7842500000000.0,,7842500000000.0,1483977000000.0,990138000000.0,,
Egypt,EGY,2022,USD,,,,,,,,,43906400000.0,,,,82275400000.0,,87302400000.0,,,,,,,,,
Egypt,EGY,2023,EGP,-580182000000.0,,,,,100966000000.0,,2309495000000.0,,,0.038,,,,,,,10155400000000.0,,8137300000000.0,1723717000000.0,1258582000000.0,,
Egypt,EGY,2023,USD,,,,,,,,,39624000000.0,,,,83428300000.0,,70783600000.0,,,,,,,,,
Egypt,EGY,2024,EGP,,,,,,,,,,,0.024,,,,,,,,,8332629999999.999,,,,
Egypt,EGY,2024,USD,,,,,,,,,7670000000.0,,,,80178200000.0,,72134700000.0,,,,,,,,,
Ethiopia,ETH,2011,ETB,,,,,,,,,,,,,,,,,,478900.0,,475600.0,,,,
Ethiopia,ETH,2012,ETB,,,,,,,,,,,,,,,,,,519500.0,,517000.0,,,,
Ethiopia,ETH,2013,ETB,,,,,,,,,,,,,,,,,,571700.0,,568000.0,,,,
Ethiopia,ETH,2014,ETB,,,,,,,,,,,,,,,,,,630300.0,,627000.0,,,,
Ethiopia,ETH,2014,USD,,,,,,,,,3300.1,,,,,,13712.3,,,,,,,,,
Ethiopia,ETH,2015,ETB,-30882.1,,,117145.7,,,,230521.2,,,,,,,,,,696500.0,,692000.0,199639.1,165312.5,,
Ethiopia,ETH,2015,USD,,,,,,,,,3019.1,,,,,,16458.6,,,,,,,,,
Ethiopia,ETH,2016,ETB,-36073.4,,,144184.1,,,,280892.8,,,,,,,,12.8,,1568097.5,,1568097.5,244819.4,190519.7,,
Ethiopia,ETH,2016,USD,,,,,,,,,6077.3,,,,,,20552.1,,,,,,,,,
Ethiopia,ETH,2017,ETB,-59444.0,,,153023.5,,,,329658.1,,,,,,,,12.8,,1832553.7,,1717127.2,270214.1,210172.5,,
Ethiopia,ETH,2017,USD,,,,,,,,,6257.2,,,,,,19714.0,,,,,,,,,
Ethiopia,ETH,2018,ETB,-66643.2,,,143735.1,,,,354205.3,,,,,,,,13.5,,2202372.7,,1834066.5,287562.1,235229.5,,
Ethiopia,ETH,2018,USD,,,,,,,,,7095.9,,,,,,19707.4,,,,,,,,,
Ethiopia,ETH,2019,ETB,-68169.2,,,174949.1,,,,413105.7,,,,,,,,13.5,,2696222.7,,1982516.7,344936.5,268457.4,,
Ethiopia,ETH,2019,USD,,,,,,,,,7694.9,,,,,,20704.8,,,,,,,,,
Ethiopia,ETH,2020,ETB,-93277.4,,,207576.1,,,,488243.2,,,,,,,,14.3,,3374746.9,,2109180.1,394965.8,311476.5,,
Ethiopia,ETH,2020,USD,,,,,,,,,7715.7,,,,,,18828.3,,,,,,,,,
Ethiopia,ETH,2021,ETB,-120118.5,,,235409.7,,,,599006.7,,,,,,,,14.3,,4341024.2,,2227894.7,478888.1,388763.5,,
Ethiopia,ETH,2021,USD,,,,,,,,,8498.9,,,,,,19177.0,,,,,,,,,
Ethiopia,ETH,2022,ETB,-212345.4,,,262055.7,,,,779099.0,,,,,,,,14.3,,6157015.2,,2346748.0,566753.6,477770.3,,
Ethiopia,ETH,2022,USD,,,,,,,,,10457.7,,,,,,23845.0,,,,,,,,,
Ethiopia,ETH,2023,ETB,-221184.9,,,355917.0,,,,938771.6,,,,,,,,14.3,,8723116.8,,2501498.3,717586.7,593232.1,,
Ethiopia,ETH,2023,USD,,,,,,,,,10855.8,,,,,,23430.0,,,,,,,,,
Ethiopia,ETH,2024,ETB,-246950.7,,,467457.6,,,,1120077.3,,,,,,,,14.3,,11752138.0,,2684525.0,873126.5,716172.2,,
Ethiopia,ETH,2024,USD,,,,,,,,,11763.6,,,,,,25128.0,,,,,,,,,
Ghana,GHA,2006,GHS,,,,,,,,,,,,,,,,,,7051400000.0,,16714210000.0,,,,
Ghana,GHA,2006,USD,,,,,,,,,330100000.0,,,,,,490800000.0,,,,,,,,,
Ghana,GHA,2007,GHS,,,,,,,,,,,,,,,,,,8244620000.000001,,17967280000.0,,,,
Ghana,GHA,2007,USD,,,,,,,,,358400000.0,,,,,,592300000.0,,,,,,,,,
Ghana,GHA,2008,GHS,,,,,,,,,,,,,,,,,,11129810000.0,,19410590000.0,,,,
Ghana,GHA,2008,USD,,,,,,,,,406100000.0,,,,,,781900000.0,,,,,,,,,
Ghana,GHA,2009,GHS,,,,,,,,,,,,,,,,,,12716500000.0,,20086830000.0,,,,
Ghana,GHA,2009,USD,,,,,,,,,571400000.0,,,,,,769800000.0,,,,,,,,,
Ghana,GHA,2010,GHS,,,,,,,,,,,,,,,,,,17367170000.0,,21408680000.0,,,,
Ghana,GHA,2010,USD,,,,,,,,,637600000.0,,,,,,790200000.0,,,,,,,,,
Ghana,GHA,2011,GHS,,,,,,,,,,,,,,,,,,20931120000.0,,24392300000.0,,,,
Ghana,GHA,2011,USD,,,,,,,,,941900000.0,,,,,,1131000000.0,,,,,,,,,
Ghana,GHA,2012,GHS,-329900000.0,,119300000.0,,,,,1401100000.0,,,,,,,,,,23865220000.0,,27631430000.0,1071200000.0,279600000.0,,
Ghana,GHA,2012,USD,,,,,,,,,1319600000.0,,,,,,1268100000.0,,,,,,,,,
Ghana,GHA,2013,GHS,-590000000.0,,38600000.0,,,,,1480600000.0,,,,,,,,,,28038910000.0,,29807510000.0,1454700000.0,401600000.0,,
Ghana,GHA,2013,USD,,,,,,,,,1405800000.0,,,,,,1438000000.0,,,,,,,,,
Ghana,GHA,2014,GHS,-250500000.0,,21500000.0,,,,,2003200000.0,,,,,22906670000.0,,,,,32301400000.0,,29478100000.0,1752700000.0,527299999.99999994,,
Ghana,GHA,2014,USD,,,,,,,,,1114600000.0,,,,,,1346500000.0,,,,,,,,,
Ghana,GHA,2015,GHS,-927800000.0,,507800000.0,,,,,2893400000.0,,,,,24673850000.0,,,,,42016200000.0,,32668270000.0,1965600000.0,586100000.0,,
Ghana,GHA,2015,USD,,,,,,,,,1044700000.0,,,,,,1170400000.0,,,,,,,,,
Ghana,GHA,2016,GHS,-368600000.0,,,,,,,2558900000.0,,,,,26461120000.0,,,,,53070620000.0,,32528340000.0,2222500000.0,657300000.0,,
Ghana,GHA,2016,USD,,,,,,,,,877100000.0,,,,,,1124900000.0,,,,,,,,,
Ghana,GHA,2017,GHS,-410500000.0,,,,,,,3529800000.0,,,,,29765080000.0,,,,,60905260000.0,,35011550000.0,3200600000.0,1269000000.0,,
Ghana,GHA,2017,USD,,,,,,,,,1306100000.0,,,,,,1059700000.0,,,,,,,,,
Ghana,GHA,2018,GHS,-1556300000.0,,8300000.000000001,,,,,4419300000.0,,,,,34123000000.0,,,,,72938570000.0,,38822390000.0,2991900000.0,880100000.0,,
Ghana,GHA,2018,USD,,,,,,,,,1433930000.0,,,,,,1180480000.0,,,,,,,,,
Ghana,GHA,2019,GHS,-1072300000.0,,3758200000.0,,,,,4747100000.0,,,,,36808750000.0,,,,,82086730000.0,,41103530000.0,3914200000.0,1439400000.0,,
Ghana,GHA,2019,USD,,,,,,,,,1342320000.0,,,,,,1256840000.0,,,,,,,,,
Ghana,GHA,2020,GHS,-2594200000.0,,,,,,,7195800000.0,,,,,41555700000.0,,,,,96590190000.0,,43742770000.0,4800900000.0,1912100000.0,,
Ghana,GHA,2020,USD,,,,,,,,,1437070000.0,,,,,,1128180000.0,,,,,,,,,
Ghana,GHA,2021,GHS,-1992500000.0,,,,,,,6747600000.0,,,,,53786860000.0,,,,,109446500000.0,,45450040000.0,4936100000.0,1819500000.0,,
Ghana,GHA,2021,USD,,,,,,,,,1355330000.0,,,,,,1135440000.0,,,,,,,,,
Ghana,GHA,2022,GHS,-5013400000.0,,,,,,,10229200000.0,,,,,60160800000.0,,,,,134907600000.0,,46936700000.0,5215770000.0,1511700000.0,,
Ghana,GHA,2022,USD,,,,,,,,,1218520000.0,,,,,,1135170000.0,,,,,,,,,
Ghana,GHA,2023,GHS,-3333400000.0,,2018300000.0,,,,,11852370000.0,,,,,52186880000.0,,,,,212506800000.0,,48419400000.0,8518980000.0,3194540000.0,,
Ghana,GHA,2023,USD,,,,,,,,,1506440000.0,,,,,,984060000.0,,,,,,,,,
